id,cuisine
36995,italian
24967,italian
45002,southern_us
48925,italian
36914,italian
2280,italian
14729,italian
4594,italian
2237,italian
45631,mexican
2317,italian
23079,southern_us
29333,italian
48066,mexican
15737,italian
30580,italian
1119,southern_us
46336,mexican
5026,italian
10749,mexican
31020,italian
30805,italian
27653,italian
35060,mexican
39174,french
49509,italian
31784,southern_us
31408,mexican
36029,southern_us
11045,filipino
6561,italian
26992,southern_us
31179,italian
35099,italian
11018,mexican
17930,italian
21302,italian
46352,mexican
25132,italian
7010,mexican
25850,mexican
19601,italian
7935,italian
34994,italian
25113,italian
45523,italian
34977,mexican
7124,italian
27514,mexican
27178,mexican
47880,indian
29197,southern_us
16347,italian
20333,mexican
29112,indian
7510,japanese
13897,mexican
35699,southern_us
20520,mexican
38920,mexican
21775,italian
37475,southern_us
40131,mexican
1939,mexican
48268,italian
34815,indian
13797,italian
39063,mexican
29064,italian
26896,italian
29477,italian
3352,mexican
4966,italian
7316,italian
23879,southern_us
16525,italian
32843,japanese
39574,southern_us
32737,mexican
44788,indian
28772,italian
34189,italian
33719,italian
25846,italian
1423,italian
4328,italian
579,italian
5219,indian
2314,indian
31143,mexican
13409,mexican
3281,italian
15804,italian
40835,italian
39262,mexican
37013,chinese
14807,southern_us
47956,mexican
2580,italian
13720,italian
23008,mexican
5951,italian
39312,mexican
6176,italian
17617,mexican
57,italian
43422,italian
49403,southern_us
44751,southern_us
21865,southern_us
26584,southern_us
39355,italian
14038,italian
45396,mexican
49715,italian
41515,indian
30445,indian
4090,italian
17207,italian
40376,italian
19398,italian
22347,mexican
49671,italian
40854,italian
926,italian
47919,indian
20571,mexican
18866,italian
48742,italian
14577,italian
29481,italian
40996,italian
34470,chinese
31147,italian
35932,italian
27221,italian
48301,mexican
29925,mexican
48640,italian
22873,southern_us
10565,italian
15509,southern_us
37569,italian
13306,italian
40474,italian
15182,mexican
8609,mexican
32168,indian
1125,italian
25244,indian
46889,mexican
13841,italian
47135,mexican
29036,italian
43533,italian
41631,italian
22124,southern_us
18836,italian
35695,mexican
5141,indian
41894,mexican
4972,italian
34195,italian
14183,mexican
15188,italian
8734,indian
30946,mexican
5588,southern_us
49554,italian
1270,chinese
1259,indian
45986,mexican
22351,mexican
300,italian
9278,indian
10021,italian
17014,italian
40855,italian
18362,italian
16292,italian
29924,southern_us
47174,italian
4856,italian
15417,italian
19875,southern_us
42228,mexican
36264,italian
14571,italian
23496,italian
43879,italian
23431,indian
5499,italian
247,mexican
48795,mexican
47113,mexican
489,mexican
13036,filipino
4838,southern_us
40630,japanese
17576,italian
29972,indian
8123,italian
35918,italian
42669,chinese
24632,indian
35740,italian
45670,italian
28041,indian
46688,italian
10309,mexican
15367,italian
30562,italian
47151,italian
47300,mexican
31200,mexican
5749,italian
41807,italian
13990,italian
23572,italian
872,indian
38085,southern_us
5248,italian
26309,italian
26880,italian
41559,southern_us
8059,mexican
26041,chinese
30019,indian
7207,mexican
30309,mexican
2092,italian
8023,mexican
4016,italian
24631,southern_us
35068,indian
8523,mexican
28463,mexican
8629,indian
43829,southern_us
22129,italian
34505,mexican
38200,mexican
36513,indian
32187,italian
7788,mexican
31130,mexican
40483,southern_us
2224,southern_us
14143,indian
22889,mexican
17406,indian
10451,italian
19844,italian
23416,italian
33874,italian
39951,italian
41361,italian
44659,indian
8836,italian
21709,indian
22993,italian
39191,italian
17182,italian
20507,french
42397,mexican
18897,italian
3797,italian
11041,italian
807,mexican
3514,mexican
12936,mexican
15050,indian
43377,italian
10471,indian
30721,italian
14333,indian
6260,mexican
7712,italian
19048,italian
21455,italian
18575,southern_us
47647,japanese
35947,mexican
14499,italian
43525,indian
5723,chinese
48497,italian
43822,italian
525,mexican
30594,italian
47948,italian
2099,italian
43863,italian
24711,italian
15230,southern_us
21680,mexican
36218,indian
41622,indian
34809,italian
5110,italian
27214,mexican
34803,indian
36822,italian
6912,mexican
20373,italian
29157,italian
6327,italian
35502,italian
8305,italian
35598,indian
48538,filipino
49358,mexican
44506,italian
39146,indian
29270,italian
20560,southern_us
24169,italian
41537,italian
10431,italian
31517,southern_us
34049,chinese
26964,mexican
49655,mexican
9101,italian
30377,italian
7046,indian
47969,italian
18971,italian
38891,italian
29506,italian
40305,italian
21255,italian
15578,italian
24894,italian
32089,indian
46097,southern_us
40982,italian
12543,mexican
38366,italian
32925,italian
17506,mexican
48389,indian
41804,mexican
9961,mexican
24939,indian
39599,italian
45838,italian
48875,chinese
25531,chinese
3009,italian
31965,italian
16901,mexican
13370,italian
2954,southern_us
40353,mexican
8207,indian
10933,italian
38206,italian
14110,italian
19128,italian
32616,mexican
27748,indian
31858,mexican
20510,chinese
17602,mexican
35665,indian
46589,indian
8178,italian
34880,italian
42527,italian
29682,southern_us
32166,italian
30343,filipino
15385,mexican
18372,italian
29211,italian
23269,italian
4561,southern_us
27365,mexican
49032,mexican
22064,italian
12060,mexican
47834,italian
25815,italian
34036,indian
19326,italian
44078,italian
31090,indian
17485,italian
708,italian
5350,southern_us
29754,italian
18309,italian
46871,mexican
27300,italian
41890,mexican
49548,mexican
11392,italian
1354,japanese
48819,mexican
19097,italian
42113,italian
24060,italian
25849,italian
4543,italian
25306,southern_us
41966,italian
48719,italian
48191,mexican
8826,italian
42703,italian
16083,italian
26613,italian
28088,indian
39965,mexican
36239,southern_us
4322,mexican
9951,italian
3045,mexican
28585,italian
39841,italian
25913,italian
39715,mexican
23135,italian
47022,indian
24160,mexican
18619,italian
12574,italian
22681,italian
33692,italian
538,indian
22118,italian
21890,italian
36340,italian
27973,italian
12870,mexican
22564,italian
35063,italian
7000,southern_us
11318,indian
47001,italian
11395,southern_us
23507,italian
47242,italian
48957,italian
17721,french
25138,mexican
47438,italian
47162,southern_us
42459,southern_us
6486,indian
24116,italian
31596,mexican
38887,italian
10665,indian
13712,indian
2633,italian
35784,italian
45204,mexican
46722,mexican
34949,southern_us
35321,mexican
46430,mexican
34431,italian
30890,italian
42132,italian
15702,italian
47719,italian
45160,italian
20600,italian
10800,italian
30479,italian
9457,italian
26571,italian
42942,indian
36635,mexican
43617,italian
16911,italian
122,mexican
22340,italian
37007,southern_us
23595,italian
25233,mexican
5503,italian
47338,italian
44695,indian
7141,italian
14564,mexican
19655,italian
35326,italian
35922,chinese
28171,mexican
1322,southern_us
14923,italian
42344,italian
16380,italian
15233,italian
8338,southern_us
41014,italian
30440,mexican
23043,italian
20788,mexican
14375,italian
1184,chinese
34280,italian
46171,mexican
31834,mexican
14759,southern_us
15855,italian
6662,italian
15056,italian
34873,italian
20089,indian
20015,mexican
18402,italian
6418,italian
1454,indian
14070,mexican
26424,italian
27349,mexican
26459,southern_us
13151,italian
12264,italian
18366,italian
46851,southern_us
18954,italian
39858,italian
43500,indian
21656,mexican
10505,indian
5313,mexican
28951,indian
19961,indian
1795,italian
9917,southern_us
26180,italian
9726,italian
47689,italian
7866,italian
41625,mexican
35160,italian
4430,mexican
39082,italian
46186,indian
11988,southern_us
24177,italian
31849,italian
41194,italian
36968,italian
42330,chinese
36791,southern_us
19704,italian
4933,indian
4255,italian
37105,italian
35848,italian
17416,italian
39066,italian
36270,mexican
24406,indian
20517,southern_us
27630,italian
19670,italian
4685,italian
45260,italian
378,southern_us
40841,indian
27632,italian
12193,southern_us
38047,italian
10170,italian
25043,italian
23851,italian
14743,italian
13294,southern_us
26466,italian
32002,indian
37526,italian
8888,italian
38945,italian
38546,italian
38869,mexican
10556,mexican
3296,italian
25977,indian
32025,italian
44087,italian
32762,italian
824,italian
44636,italian
542,italian
38218,southern_us
41930,italian
1987,italian
37378,italian
8873,italian
1513,indian
44013,southern_us
38042,italian
11576,mexican
24510,mexican
823,mexican
23443,italian
34870,mexican
3846,italian
14993,italian
16854,indian
5886,italian
33793,italian
2999,italian
20843,italian
29153,italian
33790,indian
16516,italian
37887,italian
18466,indian
48033,italian
45404,italian
4175,indian
31986,italian
38555,indian
26832,southern_us
19810,italian
49086,indian
39579,mexican
25551,southern_us
42549,italian
22052,italian
45632,italian
4143,italian
11310,italian
32839,italian
48171,mexican
22896,italian
10878,southern_us
31643,mexican
47624,italian
35141,italian
13498,italian
24566,italian
16533,italian
15437,mexican
19426,italian
32416,italian
2427,italian
9178,mexican
40606,chinese
28450,indian
7946,italian
21756,southern_us
17843,mexican
44066,italian
7427,italian
11297,indian
42965,italian
23067,italian
35066,mexican
27938,mexican
39075,italian
20200,southern_us
19823,mexican
12336,mexican
34714,italian
45388,mexican
25639,italian
33985,italian
25524,chinese
19641,italian
11106,indian
22165,mexican
35412,indian
23475,southern_us
1570,indian
12815,italian
37253,mexican
16900,italian
7701,italian
49391,italian
1132,indian
13051,italian
2284,italian
21410,italian
25604,italian
45746,italian
35911,mexican
26608,chinese
16991,italian
40657,mexican
47960,italian
38408,indian
1295,indian
40139,chinese
38538,mexican
26420,italian
10326,mexican
5181,italian
18210,mexican
3241,italian
27062,mexican
41527,italian
45484,indian
38755,mexican
47246,italian
164,italian
723,italian
299,mexican
1519,italian
34077,italian
45254,japanese
34760,italian
11154,italian
26274,italian
15081,italian
45100,italian
1417,italian
32083,italian
29971,mexican
17679,italian
36539,southern_us
34975,italian
4633,italian
10321,italian
35565,mexican
26919,indian
9549,italian
31863,mexican
22053,italian
19443,italian
18540,mexican
23354,italian
13859,italian
23904,mexican
6675,mexican
18595,italian
12967,italian
17283,mexican
23211,italian
14358,southern_us
31398,italian
42650,italian
25258,french
18457,indian
11810,italian
9499,mexican
11943,italian
6810,mexican
34323,italian
23296,indian
45927,mexican
45196,filipino
19917,indian
20210,italian
41629,italian
39907,italian
4956,italian
37058,italian
20859,italian
3315,italian
4401,italian
21361,italian
44164,chinese
26391,southern_us
47771,italian
44140,mexican
43739,mexican
12481,indian
12292,cajun_creole
15965,indian
23409,mexican
39005,italian
2774,mexican
14529,indian
16926,southern_us
26890,italian
9663,southern_us
43052,italian
24193,italian
5476,italian
10048,mexican
1981,chinese
12194,italian
22202,southern_us
7626,mexican
37365,italian
44144,indian
37723,italian
47194,mexican
30827,italian
33108,japanese
2075,italian
6326,italian
11083,italian
30311,italian
45371,indian
18232,southern_us
9768,filipino
6648,italian
35650,italian
23013,italian
6669,italian
42670,italian
18155,indian
44622,indian
28426,italian
23743,italian
14176,italian
9576,italian
36577,mexican
16671,italian
22964,italian
16424,mexican
47225,southern_us
17565,italian
36401,indian
30314,mexican
32982,italian
21866,southern_us
1475,italian
13053,mexican
33983,indian
24051,italian
22800,indian
16561,italian
2740,southern_us
219,italian
48737,italian
2164,indian
13579,mexican
71,italian
12420,italian
35209,indian
11472,southern_us
43172,italian
24927,mexican
37102,mexican
10743,mexican
27874,filipino
9565,mexican
21419,indian
767,italian
28308,italian
37605,italian
9558,italian
31527,indian
2419,italian
7541,italian
11400,italian
23487,italian
8087,italian
21906,southern_us
48830,italian
37328,italian
45490,mexican
9710,italian
16153,mexican
39537,italian
13923,italian
8120,italian
12923,indian
1556,italian
6871,italian
34201,indian
36146,japanese
33170,indian
20082,italian
26517,italian
15214,mexican
34092,mexican
40902,mexican
44452,mexican
2083,italian
44897,italian
17850,indian
26693,italian
19618,indian
35589,italian
46084,italian
17256,italian
47570,mexican
32796,italian
27047,italian
39487,indian
130,mexican
17627,italian
29072,southern_us
1108,italian
22666,italian
41630,italian
27289,italian
42299,italian
36078,italian
7098,italian
46999,italian
28791,mexican
39576,italian
2447,filipino
22449,indian
23828,italian
5660,japanese
47460,italian
17912,italian
12288,italian
44037,southern_us
20875,mexican
6500,southern_us
13813,italian
4907,italian
38186,italian
9816,italian
8170,italian
21681,indian
42384,italian
35366,italian
34244,italian
35421,southern_us
33457,italian
28026,mexican
38122,mexican
21362,indian
42253,italian
21994,italian
34457,indian
40229,indian
10181,mexican
38257,indian
40992,southern_us
15617,mexican
34754,italian
45459,italian
31295,italian
44977,italian
18322,mexican
23257,southern_us
10084,southern_us
16445,indian
10594,italian
26828,italian
47643,mexican
49680,mexican
27446,italian
8731,italian
37341,italian
42241,indian
13669,italian
21403,indian
688,mexican
23894,italian
35753,indian
44692,italian
235,italian
20982,indian
10166,chinese
2187,italian
5022,mexican
49037,mexican
44478,italian
8912,italian
8919,indian
23856,mexican
14647,italian
48870,filipino
14377,italian
18548,mexican
39591,italian
46746,italian
31926,italian
10159,italian
11342,mexican
32421,southern_us
19969,southern_us
3029,italian
39565,indian
7426,italian
20624,italian
4385,italian
18761,italian
46710,italian
46241,italian
14208,indian
29323,italian
40663,filipino
32391,italian
9506,italian
35402,italian
48796,italian
4657,italian
2404,italian
36923,japanese
41762,italian
19344,indian
19876,mexican
39452,italian
19209,italian
35461,italian
5784,indian
40345,southern_us
24765,southern_us
25563,italian
40680,mexican
36932,mexican
28106,italian
12717,chinese
40100,italian
6960,southern_us
20724,southern_us
24433,italian
32118,italian
22353,italian
23040,italian
46246,italian
36642,italian
21579,italian
24073,italian
16775,italian
24732,italian
24221,italian
33300,italian
34971,mexican
19777,italian
24337,italian
24709,mexican
28557,mexican
8963,italian
31515,italian
22575,mexican
11011,italian
42030,indian
48012,indian
13623,italian
49552,mexican
5702,italian
3847,italian
34221,italian
4312,mexican
35834,mexican
11849,southern_us
38290,indian
3064,italian
30099,italian
37354,mexican
27877,italian
45642,italian
10629,southern_us
17557,italian
3725,mexican
49507,italian
5560,mexican
42239,mexican
29559,southern_us
46028,italian
26523,italian
28313,southern_us
32502,italian
43610,italian
35563,italian
22160,italian
11258,italian
36220,italian
15974,southern_us
30449,french
29676,indian
29951,mexican
2268,mexican
36813,italian
28096,italian
40471,italian
6545,mexican
33598,italian
22338,italian
41918,indian
2133,italian
42259,italian
11056,italian
7034,indian
17040,italian
35238,mexican
46155,mexican
23356,mexican
3909,southern_us
22107,mexican
1656,mexican
9302,mexican
19473,italian
13566,italian
23424,italian
4139,southern_us
15970,italian
47732,indian
37251,mexican
44870,italian
9773,italian
2131,italian
6381,italian
9613,chinese
47364,indian
34376,italian
26408,japanese
4763,southern_us
18982,mexican
2766,mexican
19247,mexican
13462,italian
19678,italian
22814,italian
18582,mexican
3124,italian
19347,italian
8812,italian
22037,indian
15423,italian
35960,italian
49336,southern_us
1255,italian
17646,italian
20631,italian
19492,italian
22895,southern_us
18607,italian
34569,italian
48356,mexican
12252,italian
21071,italian
22458,mexican
19585,mexican
15597,mexican
15038,mexican
20028,italian
29764,mexican
17206,mexican
40901,italian
37954,italian
16933,mexican
42657,mexican
21846,chinese
33834,mexican
25873,italian
5938,italian
34762,italian
39835,italian
5805,italian
13914,mexican
45924,mexican
41460,italian
37287,italian
25059,italian
34872,indian
7524,italian
10427,southern_us
8014,italian
14740,italian
24329,filipino
38514,mexican
12665,mexican
24655,italian
7078,italian
15995,italian
15861,italian
30662,italian
17836,mexican
2078,southern_us
3600,indian
46302,indian
28375,southern_us
34839,italian
18345,italian
23205,mexican
34763,mexican
26692,indian
10317,mexican
11767,italian
36881,italian
33468,italian
20669,mexican
18159,italian
22891,indian
39588,italian
35941,chinese
15981,italian
26013,mexican
5076,southern_us
1573,italian
39380,mexican
13845,indian
35146,southern_us
32924,southern_us
9567,italian
35203,italian
39666,italian
17786,mexican
21936,italian
8668,indian
41339,mexican
32268,italian
29706,italian
42032,cajun_creole
8105,southern_us
11218,italian
7159,southern_us
47817,italian
1572,southern_us
38720,italian
14780,italian
31839,italian
6501,indian
39533,italian
22820,southern_us
9619,mexican
14025,italian
19697,indian
5370,mexican
32639,southern_us
15249,southern_us
47776,chinese
48134,mexican
24141,mexican
4117,indian
20578,southern_us
47585,italian
20326,brazilian
43932,italian
29704,mexican
12447,mexican
38117,italian
2684,italian
25371,mexican
25518,mexican
27083,italian
16073,mexican
45667,mexican
44188,italian
44888,italian
41594,italian
1061,indian
6536,italian
31586,italian
9792,italian
40395,italian
24861,southern_us
32253,indian
31082,mexican
19298,indian
6600,italian
46939,italian
6092,italian
36600,mexican
45979,southern_us
46910,italian
14174,indian
10609,italian
28647,italian
19066,chinese
16803,mexican
49114,southern_us
14664,italian
39670,southern_us
4583,mexican
31121,southern_us
12589,indian
22551,italian
11817,mexican
22003,italian
42091,italian
45966,italian
6811,italian
2711,mexican
44757,filipino
5349,southern_us
30294,italian
48944,mexican
44048,italian
411,southern_us
44998,japanese
18078,italian
48533,italian
16485,indian
32939,italian
11808,indian
23059,mexican
16466,indian
7315,italian
13178,italian
2751,italian
41395,indian
20534,italian
12111,italian
38708,southern_us
37481,mexican
28048,italian
13123,italian
2174,italian
17190,mexican
25756,italian
38180,italian
26892,italian
23757,italian
8553,southern_us
36272,italian
35224,mexican
5203,southern_us
23565,mexican
31420,southern_us
43491,italian
38773,italian
15223,italian
17763,southern_us
24528,italian
21704,italian
45329,italian
48876,mexican
3741,italian
47710,italian
9182,mexican
13782,chinese
3369,mexican
11985,southern_us
39817,italian
26869,indian
37461,indian
24217,italian
2474,italian
45929,indian
12768,mexican
924,italian
13258,japanese
7955,italian
37056,italian
17934,mexican
5843,italian
46881,italian
4049,italian
24173,italian
4683,italian
32612,italian
11314,mexican
13550,chinese
2483,indian
9573,mexican
34113,indian
37865,southern_us
36951,japanese
4703,mexican
10734,indian
40444,indian
44334,italian
35991,italian
34020,chinese
3743,southern_us
18305,mexican
7877,italian
10606,italian
30584,mexican
9266,indian
35196,italian
41070,italian
25930,italian
48564,southern_us
14213,italian
6618,mexican
18479,mexican
10279,indian
30750,indian
45701,mexican
22947,italian
6467,italian
16365,italian
7184,italian
23270,mexican
41805,southern_us
7537,mexican
18616,southern_us
42857,indian
37906,indian
16846,mexican
573,italian
26657,mexican
12408,italian
38232,italian
33447,italian
40227,italian
35760,italian
1385,italian
47866,italian
30871,southern_us
22604,mexican
39397,indian
38782,mexican
45343,italian
26112,indian
10209,italian
31702,indian
37943,italian
23471,italian
3529,italian
46794,mexican
16626,italian
32361,mexican
20932,mexican
11183,italian
33661,italian
12681,italian
2450,mexican
23979,southern_us
18465,indian
28234,italian
47449,italian
33869,mexican
4924,mexican
18862,indian
30556,mexican
35762,italian
7396,indian
21232,italian
18299,italian
35468,southern_us
42838,italian
33972,mexican
46021,mexican
1627,italian
28873,italian
38927,italian
25262,mexican
19152,indian
11061,southern_us
27000,mexican
37396,italian
47358,italian
47825,italian
24681,italian
37706,italian
44056,indian
38298,mexican
30788,italian
36144,italian
21792,mexican
31745,italian
15104,italian
30589,indian
14235,mexican
2608,mexican
34828,italian
3282,indian
4336,italian
25666,indian
17831,italian
17008,mexican
35845,indian
19494,italian
30797,southern_us
33763,italian
19950,italian
23089,mexican
32074,italian
49640,indian
8403,italian
15879,italian
7949,southern_us
31483,mexican
32928,filipino
27647,italian
34616,italian
21113,mexican
41599,italian
23924,mexican
36335,italian
36194,indian
10980,southern_us
45999,mexican
3943,southern_us
188,mexican
5799,italian
20964,mexican
2716,french
5464,italian
17640,italian
39437,indian
14835,mexican
3094,italian
14826,southern_us
30173,italian
37811,italian
22363,italian
6369,southern_us
26850,indian
48887,italian
44405,italian
21477,italian
32697,italian
38843,italian
20076,southern_us
26429,italian
35648,italian
41794,mexican
22100,italian
30216,italian
17656,indian
17317,italian
4928,mexican
43965,italian
6404,mexican
12274,italian
6651,mexican
40406,italian
40933,italian
23419,southern_us
37867,mexican
28834,italian
23912,mexican
4791,indian
36354,indian
32298,italian
44577,indian
48859,italian
32485,italian
8394,mexican
7708,italian
38385,mexican
22622,italian
29716,italian
44462,indian
9422,italian
22499,mexican
36,italian
434,italian
5479,italian
42420,southern_us
47346,mexican
44568,indian
38650,southern_us
19191,italian
22848,italian
17886,mexican
6036,italian
38608,mexican
12890,japanese
15709,italian
13125,mexican
48454,italian
36627,italian
47884,italian
28,italian
45365,japanese
40795,mexican
17651,italian
1530,italian
17604,italian
4700,southern_us
24972,japanese
23525,italian
7092,italian
43757,mexican
4808,italian
7249,japanese
27589,southern_us
47523,southern_us
44244,italian
10383,mexican
37285,italian
21332,italian
7311,indian
28052,italian
31653,italian
1740,italian
5484,italian
41406,italian
41907,indian
46515,italian
38392,indian
15925,chinese
5094,southern_us
31816,italian
35713,italian
31296,italian
41640,italian
22419,mexican
47874,italian
6570,italian
6936,italian
34063,filipino
34141,italian
44572,italian
28425,italian
38481,indian
18955,italian
46466,indian
5692,italian
39836,indian
33718,italian
36250,italian
286,indian
29766,indian
20541,chinese
31173,mexican
46440,italian
23905,indian
37232,southern_us
8517,italian
21249,italian
32700,mexican
22845,italian
45461,italian
1307,italian
30010,italian
21646,indian
28148,italian
26450,italian
16602,italian
9928,southern_us
27063,italian
22273,italian
12744,southern_us
28272,italian
30350,italian
23362,southern_us
13645,chinese
16942,italian
34970,italian
27829,southern_us
38058,italian
13256,italian
31859,mexican
43027,southern_us
22235,indian
2933,mexican
45981,italian
11460,italian
33770,italian
24399,italian
8006,southern_us
48885,southern_us
42585,italian
40160,mexican
45541,southern_us
22410,italian
26226,italian
4591,mexican
5457,italian
39085,indian
24040,southern_us
6576,italian
34310,indian
27350,indian
9968,mexican
2464,mexican
27952,mexican
43388,italian
33143,mexican
28083,italian
15927,italian
10255,mexican
8011,mexican
5195,mexican
36015,mexican
40910,italian
11309,mexican
47556,italian
27958,mexican
27198,italian
643,italian
40853,chinese
15815,italian
2063,mexican
19827,southern_us
33443,italian
44632,indian
26773,italian
3203,mexican
32873,italian
24806,indian
45942,italian
1324,italian
32526,indian
48093,italian
48942,italian
8845,italian
11546,italian
44358,mexican
3209,southern_us
10553,italian
44430,italian
44712,mexican
16351,italian
44644,italian
31670,mexican
49147,southern_us
19750,italian
48121,mexican
22722,italian
9910,italian
14236,italian
48341,southern_us
23190,italian
20362,mexican
44794,italian
39419,mexican
13526,italian
42270,southern_us
37208,italian
33824,italian
29953,italian
16387,southern_us
37672,italian
1868,mexican
24984,mexican
47128,italian
44303,mexican
20318,italian
7513,mexican
13261,italian
19259,southern_us
31103,italian
24037,italian
29984,mexican
28159,southern_us
5318,southern_us
23962,italian
2084,italian
41793,mexican
18960,italian
17025,italian
15510,italian
36832,italian
20643,italian
4154,mexican
10510,mexican
45117,italian
43403,italian
42471,southern_us
6942,italian
33309,mexican
6689,italian
48687,indian
9880,italian
25590,southern_us
21842,mexican
27151,indian
565,italian
21740,indian
42399,italian
35928,indian
47060,southern_us
43147,indian
16625,italian
16769,mexican
12515,mexican
14731,italian
11658,southern_us
49467,indian
19749,italian
39723,italian
5722,italian
31967,italian
39857,mexican
16534,italian
27334,italian
32215,italian
34903,italian
24990,southern_us
31307,italian
38874,italian
24130,italian
27816,indian
939,southern_us
38293,mexican
7889,italian
22114,indian
24614,southern_us
48827,italian
3387,indian
41676,mexican
3152,indian
38805,italian
27078,indian
34940,italian
16855,italian
41891,italian
36715,mexican
49455,mexican
26522,mexican
28420,italian
329,mexican
18986,italian
31705,italian
7402,italian
10212,italian
10640,indian
38014,mexican
5172,italian
26986,italian
5088,indian
24522,italian
1900,italian
4801,southern_us
27932,filipino
30941,mexican
42354,mexican
48854,italian
39058,italian
34294,italian
46593,italian
22582,indian
36937,southern_us
34596,italian
42570,mexican
10147,italian
44796,southern_us
46819,italian
30905,mexican
34980,mexican
49265,italian
37563,italian
25673,indian
14267,italian
32410,italian
26392,italian
27384,italian
43045,southern_us
22576,italian
11597,mexican
22656,italian
47811,italian
7925,italian
14860,southern_us
27525,italian
7798,italian
10848,italian
19062,italian
32224,filipino
11529,italian
12155,italian
30628,southern_us
21909,italian
14291,italian
3323,mexican
6502,southern_us
25833,italian
31108,mexican
47484,italian
27396,mexican
48147,italian
10489,mexican
12014,southern_us
4904,italian
36607,italian
12756,italian
32462,indian
42204,italian
246,mexican
47061,indian
15908,italian
29572,mexican
13458,mexican
14022,italian
40437,indian
48136,mexican
17687,southern_us
48504,japanese
22857,italian
11465,italian
42107,italian
12514,italian
46339,indian
8383,italian
27362,southern_us
38646,indian
44084,japanese
12946,italian
11670,japanese
34916,italian
2944,italian
33063,italian
26982,italian
2231,mexican
5118,mexican
28258,italian
44113,mexican
47328,mexican
33937,southern_us
40399,italian
23562,indian
12787,indian
13992,italian
38992,italian
45269,italian
15211,mexican
34602,mexican
41779,indian
4179,chinese
37925,italian
46161,italian
5512,italian
27845,indian
12024,italian
41072,italian
17911,italian
4237,italian
40442,italian
15522,indian
6804,italian
43807,italian
21647,japanese
22758,indian
32551,italian
20470,italian
20842,southern_us
43018,indian
45493,italian
42442,italian
14655,mexican
32247,mexican
32302,chinese
42075,italian
19949,italian
23352,southern_us
48549,italian
15053,italian
23490,southern_us
12080,italian
41992,mexican
10618,italian
2870,italian
49226,italian
10052,italian
39400,indian
8410,italian
15752,italian
18854,italian
28448,italian
27260,southern_us
1083,italian
21430,italian
46343,italian
